player_id,real_name,country,current_team,player_status,total_teams,unique_teams,teams_played_multiple_times,career_start_date,career_end_date,career_start_year,career_end_year,career_span_years,total_career_days,avg_stint_duration_days,is_active,has_current_team,inactive_stints,loan_stints,standin_stints,roles,birth_date,player_url
InsaneDINI,Diyar-Ikrar Ceviz,Austria,Bodax Gaming,Active,2,2,0,27/05/24,31/01/26,2024,2026,2,442,221,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/InsaneDINI
Kongi,Matthias Schranz,Austria,,Active,5,5,0,14/09/21,Present,2021,2026,5,1393,278.6,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kongi
Marco,Marco Gleirscher,Austria,,Active,5,5,0,31/07/20,23/03/24,2020,2024,4,535,107,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Marco
Matrixx,Iljas Amagow,Austria,,Active,6,4,2,09/06/20,11/07/24,2020,2024,4,1128,188,TRUE,FALSE,2,0,0,[],,https://liquipedia.net/valorant/Matrixx
Rexon,Rudolf Svikis,Austria,,Active,7,7,0,07/08/20,02/09/24,2020,2026,6,654,93.42857143,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Rexon
eNes,Enes Bulut,Austria,VALORANDO,Active,4,3,1,27/09/22,Present,2022,2026,4,794,198.5,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/ENes
litshii,Armin Pervan,Austria,,Active,10,10,0,09/01/22,25/01/25,2022,2025,3,732,73.2,TRUE,FALSE,2,0,0,[],,https://liquipedia.net/valorant/Litshii
samed,Samed Topbas,Austria,CGN Esports,Active,7,6,1,27/04/23,Present,2023,2026,3,464,66.28571429,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Samed
z7eus,Justin Reiß,Austria,,Active,8,7,1,17/09/21,24/10/24,2021,2026,5,697,87.125,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Z7eus
Jupi,Daniela Gradl,Austria,GIANTX(Streamer),Active,8,8,0,21/09/20,Present,2020,2026,6,1871,233.875,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Jupi
6clarity,Igor Martens,Belgium,KRC Genk Esports,Active,3,3,0,22/01/24,Present,2024,2026,2,447,149,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/6clarity
Bazy,Bilal Z'bair,Belgium,,Active,2,1,1,23/04/20,,2020,2026,6,0,0,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Bazy
DrloffTV,Maaikel Coens,Belgium,BLUEJAYS,Active,1,1,0,17/07/25,Present,2025,2026,1,220,220,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/DrloffTV
Flickless,Karel Ivo Maeckelbergh,Belgium,GIANTX,Active,7,7,0,01/10/21,Present,2021,2026,5,1477,211,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Flickless
JohnieBoy,Tim Hakim,Belgium,F9 EICAR,Active,6,6,0,20/04/23,Present,2023,2026,3,833,138.8333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/JohnieBoy
JorisBE,Joris Jans,Belgium,,Active,1,1,0,19/11/20,14/05/21,2020,2021,1,176,176,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/JorisBE
Kinguyen,Thach Nguyen,Belgium,,Active,4,3,1,06/05/21,29/09/24,2021,2024,3,933,233.25,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kinguyen
LDP,Lars De Palo,Belgium,,Active,3,3,0,01/10/21,Present,2021,2026,5,2913,971,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/LDP
MaximN,Maxim Nonglaire,Belgium,,Active,12,9,3,22/07/22,10/09/25,2022,2025,3,841,70.08333333,TRUE,FALSE,2,0,1,[],,https://liquipedia.net/valorant/MaximN
Nakirye,Jack Li,Belgium,,Active,2,2,0,25/02/22,Present,2022,2026,4,1510,755,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Nakirye
Nivera,Nabil Benrlitom,Belgium,,Active,3,3,0,25/09/21,13/03/24,2021,2024,3,899,299.6666667,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Nivera
ScreaM,Adil Benrlitom,Belgium,,Active,4,4,0,15/06/20,13/03/24,2020,2024,4,1366,341.5,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/ScreaM
Syratch,Yildirim Siraç,Belgium,F9 EICAR Young,Active,4,4,0,20/04/23,Present,2023,2026,3,292,73,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Syratch
VapeRoald,Roald Bosteels,Belgium,,Active,2,2,0,01/02/24,02/12/24,2024,2024,0,200,100,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/VapeRoald
Vbbooy,Cossey Cédric,Belgium,,Active,3,3,0,27/07/21,30/06/25,2021,2025,4,383,127.6666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Vbbooy
ZENZZOR,Jeroen Saelens,Belgium,,Active,7,7,0,19/10/22,Present,2022,2026,4,1078,154,TRUE,FALSE,0,0,1,[],,https://liquipedia.net/valorant/ZENZZOR
dash,Pieter-Jan De Decker,Belgium,,Active,10,7,3,19/11/20,31/01/23,2020,2026,6,423,42.3,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Dash
matriix,Léa Ransquin,Belgium,ZennIT Orange GC,Active,5,4,1,16/01/22,Present,2022,2026,4,1030,206,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Matriix
nGL,Nigel Deloof,Belgium,,Active,3,3,0,19/11/20,19/12/21,2020,2026,6,395,131.6666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/NGL
poegii,Yenthe Segers,Belgium,F9 EICAR,Active,8,8,0,17/06/22,12/02/26,2022,2026,4,1060,132.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Poegii
wes,John Weslie,Belgium,,Active,3,3,0,19/11/20,17/01/22,2020,2026,6,424,141.3333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Wes
Davidp,David Prins,Belgium,Coach,Active,11,10,1,31/07/20,31/01/25,2020,2025,5,976,88.72727273,TRUE,TRUE,2,0,2,[],,https://liquipedia.net/valorant/Davidp
Ex6TenZ,Kévin Droolans,Belgium,Gentle Mates GC(Coach),Active,7,5,2,13/05/20,Present,2020,2026,6,1045,149.2857143,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Ex6TenZ
Snowkone,Oumar Kone,Belgium,Coach,Active,8,7,1,21/02/23,Present,2023,2026,3,338,42.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Snowkone
XanderKast,Xander Martens,Belgium,Coach,Active,4,3,1,27/11/22,16/09/24,2022,2024,2,401,100.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/XanderKast
iDex,Sammy Van de Weghe,Belgium,Gentle Mates GC(Coach),Active,17,15,2,23/05/20,Present,2020,2026,6,1094,64.35294118,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/IDex
Core,Adnan Dzinic,Bosnia and Herzegovina,,Active,1,1,0,26/04/23,,2023,2026,3,0,0,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Core
r1zvaN,Adel Rizvanović,Bosnia and Herzegovina,,Active,4,3,1,01/04/23,Present,2023,2026,3,218,54.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/R1zvaN
Alex,Aleks Suchev,Bulgaria,,Active,1,1,0,08/04/20,25/06/20,2020,2020,0,78,78,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Alex_(Bulgarian_player)
Anita,Anna Doykova,Bulgaria,GIANTX GC,Active,2,2,0,30/09/25,Present,2025,2026,1,145,72.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Anita
DaGG3r,,Bulgaria,,Active,2,2,0,01/10/24,19/01/25,2024,2025,1,22,11,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/DaGG3r
Eso177,Stanislav Nikolov,Bulgaria,,Active,12,12,0,23/09/20,12/05/25,2020,2025,5,1090,90.83333333,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/Eso177
Extreme,Hristiyan Trifonov,Bulgaria,,Active,5,5,0,05/01/22,08/03/23,2022,2023,1,362,72.4,TRUE,FALSE,2,0,0,[],,https://liquipedia.net/valorant/Extreme
Outcazt,Vasilen Kanchev,Bulgaria,Elite Klan,Active,3,3,0,16/12/23,Present,2023,2026,3,383,127.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Outcazt
Wolfen,Berkant Joshkun Yumer,Bulgaria,CGN Esports,Active,10,8,2,29/03/21,Present,2021,2026,5,1375,137.5,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Wolfen
blocker,Yanko Panov,Bulgaria,,Active,2,2,0,29/03/21,19/12/21,2021,2021,0,192,96,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Blocker
ico,Hristo Doykov,Bulgaria,TeamOrangeGaming,Active,3,3,0,07/03/24,13/05/25,2024,2025,1,345,115,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Ico
nk4y,Nikola Radushev,Bulgaria,,Active,9,9,0,29/03/21,09/03/25,2021,2025,4,1021,113.4444444,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/Nk4y
xek,Valentin Dinev,Bulgaria,,Active,3,3,0,29/03/21,21/02/23,2021,2023,2,224,74.66666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Xek
DANNYTO,Danail Sofroniev,Bulgaria,Coach,Active,5,5,0,29/03/21,14/10/25,2021,2025,4,1339,267.8,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/DANNYTO
Linepro,Ivaylo Krasimirov Kolev,Bulgaria,Coach,Active,6,5,1,11/09/20,15/11/22,2020,2022,2,540,90,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Linepro
BRLE,Frane Brletić,Croatia,,Active,3,3,0,28/07/22,Present,2022,2026,4,2584,861.3333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/BRLE
Doma,Domagoj Fancev,Croatia,Joblife,Active,12,11,1,23/05/20,Present,2020,2026,6,1511,125.9166667,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Doma
bmblbe,Paolo Peloza,Croatia,,Active,4,4,0,30/05/20,03/06/23,2020,2023,3,348,87,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Bmblbe
taxx,Mark Mijic,Croatia,,Active,3,3,0,04/08/20,Present,2020,2026,6,2034,678,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Taxx
ANDY,Andrew Davis,Cyprus,Full House,Active,3,3,0,05/06/24,Present,2024,2026,2,447,149,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/ANDY
Adamelo,Adam Sabol,Czechia,,Active,2,2,0,19/04/20,09/02/21,2020,2021,1,296,148,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Adamelo
Ambi,Štěpán Beránek,Czechia,CGN Esports,Active,11,10,1,27/04/20,10/01/26,2020,2026,6,1532,139.2727273,TRUE,TRUE,3,0,1,[],,https://liquipedia.net/valorant/Ambi
BRUCLON,Otakar Víšek,Czechia,,Active,2,2,0,18/05/20,09/02/21,2020,2021,1,267,133.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/BRUCLON
Danda,Daniel Petr,Czechia,,Active,2,2,0,01/10/21,25/07/24,2021,2024,3,365,182.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Danda
Donatello,Tomáš Lejsek,Czechia,Team Liquid Academy,Active,3,2,1,23/01/25,Present,2025,2026,1,395,131.6666667,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Donatello
Elysium,Michael Prošek,Czechia,,Active,6,6,0,01/05/21,28/02/25,2021,2025,4,568,94.66666667,TRUE,FALSE,2,0,0,[],,https://liquipedia.net/valorant/Elysium_(Czech_player)
Enrik,Michal Vejvoda,Czechia,,Active,5,5,0,25/07/23,Present,2023,2026,3,315,63,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Enrik
Erik,Erik Čepela,Czechia,eSuba,Active,3,3,0,22/10/20,26/04/21,2020,2026,6,154,51.33333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Erik_(Czech_player)
Hasaa,Radim Haša,Czechia,,Active,4,4,0,15/10/20,16/04/24,2020,2024,4,573,143.25,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Hasaa
Hitch,Martin Srp,Czechia,,Active,5,4,1,07/11/20,31/07/24,2020,2024,4,1029,205.8,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Hitch
Jesse,Adam Čtvrtníček,Czechia,UCAM Esports,Active,14,11,3,27/07/20,Present,2020,2026,6,1712,122.2857143,TRUE,TRUE,4,0,1,[],,https://liquipedia.net/valorant/Jesse
KXoma,Monika Čížová,Czechia,,Active,5,5,0,29/06/23,26/11/25,2023,2025,2,587,117.4,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/KXoma
Luky,Lukáš Broukal,Czechia,Ramboot Club,Active,3,3,0,17/02/24,Present,2024,2026,2,237,79,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Luky_(Czech_player)
Luvjix,Luboš Jíra,Czechia,,Active,2,2,0,06/10/23,16/02/25,2023,2025,2,64,32,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Luvjix
M1st1ck,Lukáš Kotalík,Czechia,,Active,3,2,1,07/04/20,18/02/21,2020,2021,1,317,105.6666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/M1st1ck
MONSTEERR,Ondřej Petrů,Czechia,Eintracht Frankfurt,Active,13,10,3,11/08/20,Present,2020,2026,6,1396,107.3846154,TRUE,TRUE,3,0,0,[],,https://liquipedia.net/valorant/MONSTEERR
MaFiN,Martin Vrána,Czechia,,Active,5,5,0,25/09/20,08/04/24,2020,2024,4,932,186.4,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/MaFiN
Magnum,Martin Peňkov,Czechia,Enterprise Esports,Active,14,10,4,10/06/20,Present,2020,2026,6,1944,138.8571429,TRUE,TRUE,5,0,0,[],,https://liquipedia.net/valorant/Magnum
Mazarini,Nikolai Lazarev,Czechia,,Active,1,1,0,07/11/20,26/03/21,2020,2021,1,139,139,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Mazarini
Minny,Patrik Hušek,Czechia,Gentle Mates,Active,5,5,0,27/03/22,Present,2022,2026,4,1390,278,TRUE,TRUE,1,1,0,[],,https://liquipedia.net/valorant/Minny
Nunmeister,Zdeněk Bradáč,Czechia,,Active,3,3,0,15/09/23,01/10/25,2023,2025,2,527,175.6666667,TRUE,FALSE,0,0,1,[],,https://liquipedia.net/valorant/Nunmeister
Pata1G,Patrik Bojkovský,Czechia,,Active,3,3,0,07/11/20,16/04/24,2020,2026,6,134,44.66666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Pata1G
Pjotr,Petr Janiš,Czechia,,Active,3,3,0,15/10/20,29/08/22,2020,2022,2,479,159.6666667,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Pjotr
ROUSIK,Daniel Rous,Czechia,,Active,2,2,0,12/02/22,29/08/22,2022,2022,0,198,99,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/ROUSIK
Rias,René Pitrun,Czechia,,Active,7,5,2,15/10/20,08/03/23,2020,2023,3,700,100,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/Rias
SH0UTy,Michal Glacner,Czechia,,Active,6,6,0,13/03/21,16/04/24,2021,2026,5,354,59,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/SH0UTy
Sacake,Ladislav Sachr,Czechia,,Active,5,4,1,05/05/21,27/06/25,2021,2025,4,1311,262.2,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Sacake
Twisten,Karel Ašenbrener,Czechia,,Active,8,6,2,13/09/20,07/06/23,2020,2023,3,884,110.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Twisten
Vašek,Václav Jan Stezka,Czechia,EVOPLAY,Active,4,4,0,01/05/21,Present,2021,2026,5,1649,412.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Va%C5%A1ek
WanZeru,Tomáš Peroutka,Czechia,,Active,6,6,0,15/09/23,Present,2023,2026,3,655,109.1666667,TRUE,FALSE,0,0,1,[],,https://liquipedia.net/valorant/WanZeru
alexiiik,Alex Hawlasek,Czechia,EVOPLAY,Active,7,7,0,27/03/22,Present,2022,2026,4,1248,178.2857143,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Alexiiik
bobys,Drahomír Pohořalý,Czechia,,Active,3,2,1,07/11/20,24/08/22,2020,2026,6,485,161.6666667,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Bobys
cDe,Petr Dumek,Czechia,,Active,2,2,0,19/04/20,22/10/20,2020,2020,0,186,93,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/CDe
eleo,Leonard Kulish,Czechia,AIGHT,Active,10,8,2,12/03/21,Present,2021,2026,5,1661,166.1,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Eleo
elwzoy,Jan Pařízek,Czechia,,Active,3,2,1,07/04/20,08/02/21,2020,2021,1,307,102.3333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Elwzoy
marteen,Martin Pátek,Czechia,Gentle Mates,Active,6,6,0,07/02/21,Present,2021,2026,5,1374,229,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Marteen
mikigoalie,Michael Buzek,Czechia,,Active,5,4,1,01/11/20,Present,2020,2026,6,1664,332.8,TRUE,FALSE,0,0,1,[],,https://liquipedia.net/valorant/Mikigoalie
oKKo,Jiří Trojan,Czechia,,Active,5,3,2,07/04/20,18/02/21,2020,2021,1,314,62.8,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/OKKo
sT4mZ,Ondřej Gofroj,Czechia,,Active,2,2,0,07/04/20,03/10/20,2020,2020,0,179,89.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/ST4mZ
soRa,Jan Kaipr,Czechia,,Active,5,3,2,20/01/23,17/10/24,2023,2024,1,422,84.4,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/SoRa
tomkeejs,Tomáš Tomka,Czechia,,Active,3,2,1,08/05/20,18/02/21,2020,2021,1,286,95.33333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Tomkeejs
Davsa,David Halberštát,Czechia,Entropiq Bravo(Manager),Active,2,2,0,07/04/20,Present,2020,2026,6,2147,1073.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Davsa
Jarda,Jaroslav Mihál,Czechia,Coach,Active,5,5,0,04/09/21,29/04/25,2021,2026,5,316,63.2,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Jarda
PatronW,Ondřej Groman,Czechia,Coach,Active,4,4,0,12/05/22,30/07/23,2022,2026,4,175,43.75,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/PatronW
boNgo,Jan Zvára,Czechia,Coach,Active,3,3,0,29/08/21,Present,2021,2026,5,1638,546,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/BoNgo
AKIMB0,Benjamin Kronborg,Denmark,,Active,2,2,0,04/01/22,03/05/23,2022,2026,4,471,235.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/AKIMB0
Albert,Albert Mikkelsen,Denmark,,Active,2,2,0,09/01/22,21/06/22,2022,2022,0,53,26.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Albert
AvovA,Auni Chahade,Denmark,,Active,10,7,3,18/07/20,14/10/25,2020,2025,5,1805,180.5,TRUE,FALSE,3,0,1,[],,https://liquipedia.net/valorant/AvovA
Cille,Cecilie Kallio Ahlquist Lauritsen,Denmark,,Active,9,9,0,15/02/21,16/06/25,2021,2025,4,1312,145.7777778,TRUE,FALSE,1,0,1,[],,https://liquipedia.net/valorant/Cille
Davud,David Alexander Vig,Denmark,,Active,4,3,1,04/01/22,22/04/24,2022,2026,4,573,143.25,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Davud
Hadi,Hadi Jalali,Denmark,,Active,3,3,0,19/08/21,19/02/24,2021,2024,3,71,23.66666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Hadi
JUGi,Jakob Rask Hansen,Denmark,,Active,2,1,1,25/02/22,11/10/23,2022,2023,1,593,296.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/JUGi
Jessen,Oliver Jessen,Denmark,WATEr,Active,2,2,0,19/06/20,21/03/21,2020,2021,1,212,106,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Jessen
John9,Johnny Lin,Denmark,,Active,4,4,0,22/02/22,08/01/23,2022,2026,4,83,20.75,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/John9
JunJun,Lukas Carlsen,Denmark,NXT,Active,3,3,0,12/09/22,Present,2022,2026,4,313,104.3333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/JunJun
KPZET,Victor Steensgaard,Denmark,,Active,5,5,0,05/01/22,25/09/24,2022,2024,2,817,163.4,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/KPZET
Klusia,Jonas Colkær Thomsen,Denmark,,Active,2,2,0,29/11/22,03/02/24,2022,2024,2,222,111,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Klusia
MALFOy,Claes Søgaard,Denmark,,Active,3,3,0,03/10/20,21/06/22,2020,2022,2,101,33.66666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/MALFOy
Masked,Mikkel Fuglsang,Denmark,,Active,4,4,0,04/01/22,12/03/23,2022,2026,4,438,109.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Masked
Miiizzy,Michelle Isabella Tierce,Denmark,LEO Azalea,Active,6,6,0,19/10/22,Present,2022,2026,4,2580,430,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Miiizzy
Nille,Nichlas Busk,Denmark,AaB esport Denmark,Active,8,8,0,14/02/22,Present,2022,2026,4,701,87.625,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Nille
Noia,Nicole Tierce,Denmark,Shopify Rebellion Gold,Active,5,5,0,01/07/21,Present,2021,2026,5,1666,333.2,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Noia
Pa1ze,Mohammad Khatib,Denmark,FOKUS,Active,7,7,0,30/04/22,Present,2022,2026,4,730,104.2857143,TRUE,TRUE,1,0,1,[],,https://liquipedia.net/valorant/Pa1ze
Radski,Conrad Micheal Raduchowski,Denmark,,Active,7,4,3,02/01/22,22/04/24,2022,2026,4,320,45.71428571,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Radski
SEIDER,Mathias Seider,Denmark,,Active,17,14,3,11/05/20,25/08/25,2020,2025,5,1452,85.41176471,TRUE,FALSE,3,1,1,[],,https://liquipedia.net/valorant/SEIDER
cullum,Nikolaj Cullum Andersen,Denmark,,Active,5,5,0,01/03/23,19/10/25,2023,2025,2,399,79.8,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Cullum
ikyoo,,Denmark,ZennIT Orange GC,Active,6,6,0,28/01/23,Present,2023,2026,3,867,144.5,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Ikyoo
mertz,Daniel Mertz,Denmark,,Active,2,2,0,10/01/22,08/10/22,2022,2022,0,271,135.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Mertz
mimi,Michaela Lintrup,Denmark,G2 Gozen,Active,3,3,0,29/05/21,Present,2021,2026,5,1730,576.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Mimi
mishu,Julius Thorslund,Denmark,MANIA Esports,Active,6,5,1,04/01/22,04/05/25,2022,2026,4,648,108,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Mishu
ri4d,Riad Smajilovic,Denmark,,Active,4,3,1,27/04/22,30/08/24,2022,2024,2,559,139.75,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Ri4d
sunshine,Benjamin Hornshøj Nielsen,Denmark,AaB esport Denmark,Active,4,3,1,28/04/22,Present,2022,2026,4,816,204,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Sunshine_(Danish_player)
szoren,Søren-Emil Kold Thomsen,Denmark,Twisted Saints Esports,Active,10,9,1,16/01/23,Present,2023,2026,3,778,77.8,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Szoren
tenzki,Jesper Plougmann Mikalski,Denmark,,Active,2,2,0,10/01/22,13/08/22,2022,2022,0,215,107.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Tenzki
Andreas,Andreas Nielsen,Denmark,Twisted Minds(Coach),Active,7,5,2,28/04/22,Present,2022,2026,4,1119,159.8571429,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Andreas
Desmo,Casper Rasmussen,Denmark,Fnatic(Coach),Active,12,9,3,25/04/20,Present,2020,2026,6,1275,106.25,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Desmo
TheNameIsToby,Tobias Wiinblad,Denmark,Caster,Active,2,1,1,08/05/20,,2020,2026,6,0,0,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/TheNameIsToby
Zik,Sigurd Jensen,Denmark,MANIA Esports(Coach),Active,9,9,0,11/05/20,Present,2020,2026,6,1541,171.2222222,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Zik
maeVe,Lasse Loft Elgaard,Denmark,Coach,Active,2,2,0,01/06/21,22/03/23,2021,2023,2,631,315.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/MaeVe
matti,Mathias Nielsen,Denmark,Ovation eSports(Coach),Active,8,8,0,20/05/20,Present,2020,2026,6,1138,142.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Matti
Chaza,Charlie Phillips,England,,Active,5,5,0,17/09/24,Present,2024,2026,2,711,142.2,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Chaza
Scarlett,Scarlett LeHoste,England,,Active,6,5,1,23/04/22,08/04/25,2022,2025,3,755,125.8333333,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Scarlett
Al3xander,Alexander,England,FMCL(Coach),Active,3,3,0,28/04/23,17/08/24,2023,2024,1,342,114,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Al3xander
1ce2k,Oleg Malyshev,Estonia,,Active,5,4,1,09/09/22,16/11/25,2022,2025,3,500,100,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/1ce2k
Kicks,Kimmie Laasner,Estonia,,Active,6,6,0,22/02/22,Present,2022,2026,4,1200,200,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kicks
MerQ,Nikita Kiselyov,Estonia,,Active,3,2,1,16/11/20,29/08/21,2020,2021,1,286,95.33333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/MerQ
WACKIE,Rikardo Birjukov,Estonia,Galions,Active,10,7,3,21/05/21,Present,2021,2026,5,2026,202.6,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/WACKIE
